"face_id","college_name","session_number","zone","emotion","confidence","created_at","position.x1","position.y1","position.x2","position.y2","position.center_x","position.center_y","pose.pitch","pose.yaw","pose.roll","pose.confidence"
face_NITTrichy_4_40,NIT Trichy,4,right,sad,0.94,2025-01-02 14:51:00,523,272,628,404,575,338,0.68,12.17,1.24,0.97
face_NITTrichy_4_41,NIT Trichy,4,right,neutral,0.89,2025-01-02 15:22:00,558,387,658,544,608,465,4.33,5.36,3.17,0.96
face_NITTrichy_4_42,NIT Trichy,4,right,neutral,1,2025-01-02 15:16:00,305,109,423,280,364,194,16.77,-8.4,-3.42,0.91
face_NITTrichy_4_43,NIT Trichy,4,left,happy,1,2025-01-02 14:27:00,396,340,524,461,460,400,-0.63,7.75,2.08,0.99
face_NITTrichy_4_44,NIT Trichy,4,center,neutral,0.95,2025-01-02 15:25:00,221,291,330,468,275,379,-1.9,8.32,3.89,0.93
face_NITTrichy_4_45,NIT Trichy,4,center,angry,0.91,2025-01-02 15:31:00,488,256,609,402,548,329,-7.64,9.31,-10.39,0.97
face_NITTrichy_4_46,NIT Trichy,4,center,neutral,0.94,2025-01-02 15:24:00,278,326,394,450,336,388,9.64,12.52,-5.26,0.98
face_NITTrichy_4_47,NIT Trichy,4,left,neutral,0.89,2025-01-02 14:27:00,268,152,384,318,326,235,6.41,-19.93,-3.95,0.95
face_NITTrichy_4_48,NIT Trichy,4,center,happy,0.96,2025-01-02 15:40:00,767,352,886,511,826,431,-9.44,1.5,4.13,0.93
face_NITTrichy_4_49,NIT Trichy,4,right,neutral,0.98,2025-01-02 15:22:00,191,105,292,257,241,181,7.91,-9.48,1.99,0.94
face_NITTrichy_4_50,NIT Trichy,4,center,fear,0.9,2025-01-02 15:08:00,360,115,502,270,431,192,7.01,6.61,-0.63,0.94
face_NITTrichy_4_51,NIT Trichy,4,right,neutral,0.91,2025-01-02 15:02:00,314,366,455,486,384,426,22.67,1.04,-2.94,0.96
face_NITTrichy_4_52,NIT Trichy,4,right,surprise,0.97,2025-01-02 14:25:00,263,161,404,310,333,235,13.55,-17.6,0.86,0.91
face_NITTrichy_4_53,NIT Trichy,4,left,neutral,0.97,2025-01-02 14:29:00,351,118,485,263,418,190,11.8,-22.77,-4.16,0.98
face_NITTrichy_4_54,NIT Trichy,4,right,neutral,0.95,2025-01-02 15:45:00,170,124,271,289,220,206,3.18,21.92,0.1,0.98
face_NITTrichy_4_55,NIT Trichy,4,center,neutral,0.89,2025-01-02 14:43:00,239,350,358,513,298,431,-5.63,-0.09,1.53,0.94
face_NITTrichy_4_56,NIT Trichy,4,left,happy,0.99,2025-01-02 15:16:00,514,228,654,355,584,291,-12.94,21.11,-1.37,0.98
face_NITTrichy_4_57,NIT Trichy,4,right,neutral,0.89,2025-01-02 15:14:00,725,390,827,519,776,454,-2.22,-33.88,-0.74,0.99
face_NITTrichy_4_58,NIT Trichy,4,center,neutral,0.97,2025-01-02 15:34:00,360,156,473,333,416,244,-3.14,-10.67,-3.66,0.92
face_NITTrichy_4_59,NIT Trichy,4,right,neutral,0.95,2025-01-02 14:28:00,627,160,756,301,691,230,-11.25,-18.97,6.53,0.99
face_NITTrichy_4_60,NIT Trichy,4,center,happy,0.93,2025-01-02 15:33:00,351,248,493,420,422,334,-1.32,9.64,-2.28,0.9
face_NITTrichy_4_61,NIT Trichy,4,right,neutral,0.98,2025-01-02 14:31:00,635,163,735,332,685,247,8.56,30.63,5.63,0.93
face_NITTrichy_4_62,NIT Trichy,4,right,happy,0.97,2025-01-02 15:24:00,568,183,711,323,639,253,17.46,12.77,-3.73,0.98
face_NITTrichy_4_63,NIT Trichy,4,center,sad,0.88,2025-01-02 14:30:00,679,206,799,373,739,289,3.38,-9.38,-3.61,0.94
face_NITTrichy_4_64,NIT Trichy,4,center,surprise,0.9,2025-01-02 15:04:00,682,131,783,282,732,206,6.25,-21.34,-3.33,0.98
face_NITTrichy_4_65,NIT Trichy,4,center,surprise,0.92,2025-01-02 14:38:00,694,341,803,468,748,404,-12.97,-21.45,-0.33,0.99
face_NITTrichy_4_66,NIT Trichy,4,center,happy,0.94,2025-01-02 14:46:00,140,275,275,411,207,343,-6.57,-6.65,-3.12,0.96
face_NITTrichy_4_67,NIT Trichy,4,center,neutral,0.87,2025-01-02 15:06:00,502,190,636,347,569,268,-15.84,-12.63,10.87,0.98
face_NITTrichy_4_68,NIT Trichy,4,center,neutral,0.94,2025-01-02 15:12:00,714,236,838,399,776,317,0.29,5.21,-3.3,0.94
face_NITTrichy_4_69,NIT Trichy,4,right,happy,0.95,2025-01-02 15:27:00,789,304,910,473,849,388,-0.68,17.54,-1.02,0.97
face_NITTrichy_4_70,NIT Trichy,4,right,happy,0.9,2025-01-02 14:46:00,730,276,875,420,802,348,7.98,3.06,-2.67,0.97
face_NITTrichy_4_71,NIT Trichy,4,center,neutral,0.95,2025-01-02 15:07:00,634,180,757,351,695,265,2.46,4.72,-2.67,0.98
face_NITTrichy_4_72,NIT Trichy,4,center,happy,0.87,2025-01-02 15:07:00,381,352,481,519,431,435,-8.69,-8.08,-5.86,0.98
face_NITTrichy_4_73,NIT Trichy,4,center,disgust,0.87,2025-01-02 14:36:00,170,378,285,537,227,457,-1.92,41.98,-0.31,0.91
face_NITTrichy_4_74,NIT Trichy,4,center,neutral,0.93,2025-01-02 14:51:00,130,371,237,524,183,447,4.51,5.03,3.62,0.96
face_NITTrichy_4_75,NIT Trichy,4,left,surprise,0.9,2025-01-02 15:12:00,416,176,536,330,476,253,-0.75,17.4,-1.65,0.98
face_NITTrichy_4_76,NIT Trichy,4,center,neutral,0.92,2025-01-02 14:36:00,349,361,486,519,417,440,-3.42,-40.87,0.89,0.98
face_NITTrichy_4_77,NIT Trichy,4,left,neutral,0.98,2025-01-02 15:13:00,510,254,610,413,560,333,12.84,14.5,1.76,1
face_NITTrichy_4_78,NIT Trichy,4,left,neutral,0.86,2025-01-02 15:02:00,159,394,298,516,228,455,9.1,-2.53,-9.29,0.91
face_NITTrichy_4_79,NIT Trichy,4,left,neutral,0.89,2025-01-02 14:26:00,140,192,264,362,202,277,25.85,37.23,-1.43,0.99
face_NITTrichy_4_80,NIT Trichy,4,left,sad,0.95,2025-01-02 14:36:00,674,151,819,281,746,216,-0.11,1.48,4.52,1
face_NITTrichy_4_81,NIT Trichy,4,right,sad,0.89,2025-01-02 15:45:00,781,272,896,432,838,352,6.92,5.58,-0.27,0.93
face_NITTrichy_4_82,NIT Trichy,4,right,angry,0.9,2025-01-02 15:36:00,478,254,596,427,537,340,3.03,12.69,0.96,0.94
face_NITTrichy_4_83,NIT Trichy,4,right,neutral,0.98,2025-01-02 14:31:00,170,142,318,311,244,226,-8.67,-6.15,-3.32,0.92
face_NITTrichy_4_84,NIT Trichy,4,right,surprise,0.89,2025-01-02 14:49:00,423,237,557,370,490,303,20.29,-15.06,5.08,0.9
face_NITTrichy_4_85,NIT Trichy,4,left,surprise,0.88,2025-01-02 14:59:00,581,144,721,288,651,216,-5.01,11.58,0.72,0.95
face_NITTrichy_4_86,NIT Trichy,4,left,happy,1,2025-01-02 15:10:00,526,182,635,344,580,263,5.93,-17.27,2.38,0.93
face_NITTrichy_4_87,NIT Trichy,4,left,surprise,0.95,2025-01-02 14:28:00,590,300,730,469,660,384,9.78,-5.32,-4.47,0.96
face_NITTrichy_4_88,NIT Trichy,4,right,neutral,0.85,2025-01-02 15:03:00,637,280,741,411,689,345,-0.16,17.41,4.87,0.95
face_NITTrichy_4_89,NIT Trichy,4,center,neutral,0.95,2025-01-02 14:29:00,548,320,686,495,617,407,14.87,17.44,-0.36,0.96
face_NITTrichy_4_90,NIT Trichy,4,center,neutral,0.9,2025-01-02 14:47:00,753,158,863,293,808,225,12.56,24.25,-4.46,0.95
face_NITTrichy_4_91,NIT Trichy,4,right,neutral,0.96,2025-01-02 14:41:00,652,160,800,293,726,226,-10.64,-11.57,-2.05,0.96
face_NITTrichy_4_92,NIT Trichy,4,right,happy,0.88,2025-01-02 15:29:00,697,359,800,524,748,441,0.02,-10.6,1,0.97
face_NITTrichy_4_93,NIT Trichy,4,right,surprise,1,2025-01-02 14:57:00,623,227,756,368,689,297,3.68,1.98,3.07,0.9
face_NITTrichy_4_94,NIT Trichy,4,center,happy,0.91,2025-01-02 15:08:00,671,194,803,366,737,280,8.17,-13.66,-4.07,0.98
face_NITTrichy_4_95,NIT Trichy,4,right,surprise,0.89,2025-01-02 14:52:00,131,114,271,248,201,181,0.92,7.36,-0.52,0.96
face_NITTrichy_4_96,NIT Trichy,4,left,neutral,0.88,2025-01-02 15:27:00,168,138,287,294,227,216,6.89,16.4,1.42,0.94
face_NITTrichy_4_97,NIT Trichy,4,right,neutral,0.89,2025-01-02 14:58:00,768,306,898,465,833,385,0.32,-12.99,1.29,0.96
face_NITTrichy_4_98,NIT Trichy,4,left,happy,0.89,2025-01-02 14:52:00,439,320,582,493,510,406,-3.8,-14.79,1.66,0.91
face_NITTrichy_4_99,NIT Trichy,4,center,happy,0.97,2025-01-02 14:23:00,444,329,557,508,500,418,4.58,17,-3.46,0.97
face_NITTrichy_4_100,NIT Trichy,4,left,surprise,0.88,2025-01-02 15:32:00,161,341,266,509,213,425,12.64,15.67,-2.61,0.9
face_NITTrichy_4_101,NIT Trichy,4,right,neutral,0.91,2025-01-02 15:03:00,557,150,704,314,630,232,-9.76,3.55,-1.58,0.92
face_NITTrichy_4_102,NIT Trichy,4,right,neutral,0.91,2025-01-02 15:02:00,129,213,260,357,194,285,17.1,-11.8,-3.77,0.99
face_NITTrichy_4_103,NIT Trichy,4,left,surprise,0.91,2025-01-02 15:32:00,781,387,893,549,837,468,8.69,4.42,-5.99,0.91
face_NITTrichy_4_104,NIT Trichy,4,right,happy,0.95,2025-01-02 14:15:00,497,311,635,454,566,382,10.06,8.07,0.53,0.96
face_NITTrichy_4_105,NIT Trichy,4,left,happy,0.92,2025-01-02 15:05:00,563,239,688,379,625,309,5.2,5.91,6.65,0.92
face_NITTrichy_4_106,NIT Trichy,4,center,happy,0.87,2025-01-02 14:50:00,269,169,402,319,335,244,7.11,2.19,5.62,0.97
face_NITTrichy_4_107,NIT Trichy,4,center,neutral,0.98,2025-01-02 15:17:00,755,101,889,227,822,164,12.07,-16.93,5.65,0.96
face_NITTrichy_4_108,NIT Trichy,4,center,disgust,0.96,2025-01-02 14:45:00,312,139,431,313,371,226,12.05,-20.54,-2.83,0.92
face_NITTrichy_4_109,NIT Trichy,4,center,neutral,0.92,2025-01-02 15:04:00,146,324,275,447,210,385,11.29,21.94,-9.82,0.97
face_NITTrichy_4_110,NIT Trichy,4,left,neutral,0.9,2025-01-02 15:37:00,308,242,423,393,365,317,11.45,1.05,4.17,0.99
face_NITTrichy_4_111,NIT Trichy,4,right,happy,0.87,2025-01-02 15:40:00,663,315,774,445,718,380,3.39,-12.37,-1.27,0.93
face_NITTrichy_4_112,NIT Trichy,4,right,neutral,0.89,2025-01-02 15:03:00,223,236,345,394,284,315,23.25,14.02,-0.29,0.91
face_NITTrichy_4_113,NIT Trichy,4,left,neutral,0.86,2025-01-02 14:25:00,607,367,732,515,669,441,4.44,-25.51,7.63,0.95
face_NITTrichy_4_114,NIT Trichy,4,center,neutral,0.96,2025-01-02 14:21:00,321,167,462,296,391,231,-17.03,-11.67,6.25,0.95
face_NITTrichy_4_115,NIT Trichy,4,right,neutral,0.95,2025-01-02 14:59:00,325,367,450,535,387,451,10.94,-15.65,-9.29,0.98
face_NITTrichy_4_116,NIT Trichy,4,center,surprise,0.94,2025-01-02 14:58:00,537,183,667,341,602,262,0.39,-9.71,1.24,0.95
face_NITTrichy_5_1,NIT Trichy,5,right,neutral,0.95,2025-01-02 16:01:00,365,341,505,514,435,427,-1.1,1.86,0.1,0.96
face_NITTrichy_5_2,NIT Trichy,5,center,neutral,0.95,2025-01-02 16:35:00,410,252,523,422,466,337,-13.76,10.65,-4.68,0.92
face_NITTrichy_5_3,NIT Trichy,5,right,happy,0.86,2025-01-02 16:53:00,574,365,722,504,648,434,11.67,5.59,-3.85,0.98
face_NITTrichy_5_4,NIT Trichy,5,center,happy,0.88,2025-01-02 17:25:00,144,225,285,393,214,309,1.39,1.7,3.4,0.94
face_NITTrichy_5_5,NIT Trichy,5,right,angry,0.9,2025-01-02 16:39:00,707,204,846,346,776,275,-1.88,-1.02,3.26,0.93
face_NITTrichy_5_6,NIT Trichy,5,center,neutral,1,2025-01-02 17:25:00,152,120,260,285,206,202,18.41,11.4,-5.02,0.97
face_NITTrichy_5_7,NIT Trichy,5,center,neutral,0.85,2025-01-02 16:03:00,779,322,885,474,832,398,0.4,-3.6,7.05,0.94
face_NITTrichy_5_8,NIT Trichy,5,left,sad,0.92,2025-01-02 17:29:00,105,174,227,313,166,243,2.88,11.08,2.61,0.94
face_NITTrichy_5_9,NIT Trichy,5,center,neutral,0.89,2025-01-02 16:36:00,596,209,737,344,666,276,10.58,-2.83,-2.91,0.98
face_NITTrichy_5_10,NIT Trichy,5,center,neutral,0.89,2025-01-02 17:23:00,641,201,785,336,713,268,-5.79,-5.78,-4.25,0.93
face_NITTrichy_5_11,NIT Trichy,5,right,neutral,0.97,2025-01-02 16:05:00,123,103,231,234,177,168,-2.94,-7.65,-3.93,0.93
face_NITTrichy_5_12,NIT Trichy,5,left,happy,0.97,2025-01-02 17:06:00,612,274,748,452,680,363,-5.78,-1.98,-9.4,0.92
face_NITTrichy_5_13,NIT Trichy,5,center,sad,0.88,2025-01-02 16:06:00,559,223,694,390,626,306,6.12,-9.36,-3.82,0.99
face_NITTrichy_5_14,NIT Trichy,5,center,surprise,0.95,2025-01-02 16:46:00,596,229,718,400,657,314,8.06,-16.48,-4.87,0.99
face_NITTrichy_5_15,NIT Trichy,5,center,neutral,0.91,2025-01-02 16:13:00,458,359,578,520,518,439,23.47,10.36,0.93,0.9
face_NITTrichy_5_16,NIT Trichy,5,center,neutral,0.89,2025-01-02 17:10:00,395,132,497,285,446,208,11.8,5.09,-0.2,0.98
face_NITTrichy_5_17,NIT Trichy,5,center,happy,0.93,2025-01-02 17:14:00,747,396,851,538,799,467,25.8,-5.91,-2.44,0.92
face_NITTrichy_5_18,NIT Trichy,5,right,neutral,0.98,2025-01-02 17:16:00,370,214,476,390,423,302,-4.12,-18.76,4.71,0.92
face_NITTrichy_5_19,NIT Trichy,5,left,surprise,0.92,2025-01-02 17:01:00,717,248,843,416,780,332,-2.85,24.29,0.45,0.91
face_NITTrichy_5_20,NIT Trichy,5,left,neutral,0.94,2025-01-02 17:14:00,731,383,839,512,785,447,11.14,-12.59,10.3,0.98
face_NITTrichy_5_21,NIT Trichy,5,left,angry,0.94,2025-01-02 17:11:00,586,343,691,475,638,409,5.16,-5.87,2.77,1
face_NITTrichy_5_22,NIT Trichy,5,left,surprise,0.96,2025-01-02 17:05:00,454,175,591,297,522,236,-2.13,7.78,-12.15,0.99
face_NITTrichy_5_23,NIT Trichy,5,right,neutral,0.92,2025-01-02 17:10:00,157,288,267,464,212,376,13.04,-10.99,-2.63,0.95
face_NITTrichy_5_24,NIT Trichy,5,center,neutral,0.98,2025-01-02 16:54:00,195,287,331,446,263,366,16.83,13.47,-0.32,0.98
face_NITTrichy_5_25,NIT Trichy,5,center,sad,0.96,2025-01-02 17:30:00,723,196,869,356,796,276,-11.74,9.04,2.47,0.97
face_NITTrichy_5_26,NIT Trichy,5,right,angry,0.96,2025-01-02 16:06:00,166,207,296,343,231,275,11.67,33.6,-3.74,0.95
face_NITTrichy_5_27,NIT Trichy,5,left,neutral,0.97,2025-01-02 16:26:00,240,274,375,419,307,346,33.63,-13.08,0.15,0.96
face_NITTrichy_5_28,NIT Trichy,5,right,sad,0.95,2025-01-02 17:27:00,169,166,273,289,221,227,-6.39,-11.42,3.21,0.94
face_NITTrichy_5_29,NIT Trichy,5,right,angry,0.98,2025-01-02 16:16:00,197,236,329,383,263,309,2.89,-5.69,6.26,0.94
face_NITTrichy_5_30,NIT Trichy,5,right,sad,0.87,2025-01-02 17:00:00,290,185,390,342,340,263,-6.66,2.4,11.93,0.92
face_NITTrichy_5_31,NIT Trichy,5,center,neutral,0.88,2025-01-02 17:02:00,289,135,424,294,356,214,-11.23,-3.46,5.06,0.96
face_NITTrichy_5_32,NIT Trichy,5,left,neutral,0.9,2025-01-02 17:11:00,722,138,864,260,793,199,6.68,-11.03,-14.08,0.98
face_NITTrichy_5_33,NIT Trichy,5,left,neutral,0.97,2025-01-02 16:20:00,462,214,603,370,532,292,7.28,14.38,-5.55,0.93
face_NITTrichy_5_34,NIT Trichy,5,left,surprise,0.9,2025-01-02 17:11:00,175,375,284,554,229,464,-12.22,-20.32,4.39,0.96
face_NITTrichy_5_35,NIT Trichy,5,center,sad,0.9,2025-01-02 17:21:00,246,130,370,293,308,211,8.54,-10.89,-3.42,0.92
face_NITTrichy_5_36,NIT Trichy,5,left,surprise,0.9,2025-01-02 17:25:00,147,209,252,383,199,296,1.99,-1.77,5.17,0.95
face_NITTrichy_5_37,NIT Trichy,5,right,surprise,0.96,2025-01-02 17:00:00,761,305,878,450,819,377,6.76,6.17,1.31,0.97
face_NITTrichy_5_38,NIT Trichy,5,right,neutral,0.87,2025-01-02 16:04:00,689,367,806,491,747,429,-7.83,3.94,-0.24,0.93
face_NITTrichy_5_39,NIT Trichy,5,center,neutral,0.99,2025-01-02 17:07:00,791,384,917,543,854,463,-2.34,24.38,1.86,0.96
face_NITTrichy_5_40,NIT Trichy,5,right,angry,0.93,2025-01-02 16:30:00,487,326,622,498,554,412,3.82,-0.96,1.14,0.97
face_NITTrichy_5_41,NIT Trichy,5,center,surprise,0.98,2025-01-02 17:15:00,198,230,323,368,260,299,-3.55,14.3,8.91,0.94
face_NITTrichy_5_42,NIT Trichy,5,right,neutral,1,2025-01-02 16:34:00,606,105,746,234,676,169,8.71,19.53,-2.28,0.94
face_NITTrichy_5_43,NIT Trichy,5,right,neutral,0.91,2025-01-02 16:51:00,177,302,316,429,246,365,-10.11,-12.61,2.21,0.97
face_NITTrichy_5_44,NIT Trichy,5,center,happy,0.93,2025-01-02 16:45:00,305,229,410,364,357,296,17.03,-0.54,-5.45,0.96
face_NITTrichy_5_45,NIT Trichy,5,center,neutral,0.85,2025-01-02 16:01:00,499,392,643,560,571,476,10.01,7.94,-0.31,0.93
face_NITTrichy_5_46,NIT Trichy,5,left,neutral,0.97,2025-01-02 16:15:00,509,175,640,326,574,250,12.41,6.35,2.24,0.95
face_NITTrichy_5_47,NIT Trichy,5,center,angry,0.89,2025-01-02 17:22:00,480,215,586,342,533,278,15.43,-13.94,6.91,0.96
face_NITTrichy_5_48,NIT Trichy,5,left,neutral,0.98,2025-01-02 16:17:00,365,112,502,269,433,190,15.29,0.65,-7.49,0.93
face_NITTrichy_5_49,NIT Trichy,5,center,happy,0.93,2025-01-02 17:24:00,731,354,851,494,791,424,17.59,-10.12,-1.34,1
face_NITTrichy_5_50,NIT Trichy,5,right,happy,0.9,2025-01-02 16:31:00,279,227,410,355,344,291,13.55,4.11,-2.45,0.93
face_NITTrichy_5_51,NIT Trichy,5,center,neutral,0.93,2025-01-02 17:26:00,708,193,852,363,780,278,20.87,-18.05,7.77,0.95
face_NITTrichy_5_52,NIT Trichy,5,right,happy,0.87,2025-01-02 16:38:00,643,311,754,443,698,377,10.62,-16.16,-7.74,0.91
face_NITTrichy_5_53,NIT Trichy,5,right,neutral,0.95,2025-01-02 17:06:00,224,329,355,478,289,403,14.62,-13.39,-6.66,0.99
face_NITTrichy_5_54,NIT Trichy,5,right,happy,0.92,2025-01-02 16:04:00,212,177,334,321,273,249,5.2,-6.09,1.81,0.91
face_NITTrichy_5_55,NIT Trichy,5,left,happy,0.86,2025-01-02 16:41:00,768,332,870,458,819,395,8.07,-5.04,-2.86,0.9
face_NITTrichy_5_56,NIT Trichy,5,center,happy,0.91,2025-01-02 17:26:00,357,108,480,274,418,191,4.85,-8.23,0.07,0.91
face_NITTrichy_5_57,NIT Trichy,5,left,neutral,0.93,2025-01-02 16:02:00,247,322,382,455,314,388,-2.35,12.59,-8.86,0.95
face_NITTrichy_5_58,NIT Trichy,5,center,happy,0.88,2025-01-02 16:51:00,369,206,498,364,433,285,10.41,-6.42,3.25,0.99
face_NITTrichy_5_59,NIT Trichy,5,left,happy,0.95,2025-01-02 17:09:00,172,379,313,525,242,452,10.95,-24.66,-9.58,0.91
face_NITTrichy_5_60,NIT Trichy,5,center,neutral,0.92,2025-01-02 17:19:00,321,298,460,460,390,379,9.36,-5.57,2.38,0.96
face_NITTrichy_5_61,NIT Trichy,5,right,neutral,0.93,2025-01-02 16:10:00,247,292,358,430,302,361,20.57,-2.49,-3.46,0.99
face_NITTrichy_5_62,NIT Trichy,5,center,neutral,0.98,2025-01-02 16:44:00,543,285,684,408,613,346,23.81,-14.57,-3.45,0.93
face_NITTrichy_5_63,NIT Trichy,5,left,surprise,0.94,2025-01-02 17:03:00,783,397,922,569,852,483,2.47,-5,2.16,0.98
face_NITTrichy_5_64,NIT Trichy,5,right,neutral,0.86,2025-01-02 17:00:00,721,288,830,410,775,349,3.12,8.97,3.95,0.98
face_NITTrichy_5_65,NIT Trichy,5,left,angry,0.91,2025-01-02 17:30:00,571,355,716,527,643,441,2.22,-1.29,-7.25,0.96
face_NITTrichy_5_66,NIT Trichy,5,left,surprise,0.86,2025-01-02 16:03:00,296,163,424,322,360,242,-8.18,2.1,4.92,0.97
face_NITTrichy_5_67,NIT Trichy,5,left,neutral,0.95,2025-01-02 16:08:00,710,198,852,362,781,280,4.97,16.77,8.3,0.95
face_NITTrichy_5_68,NIT Trichy,5,left,disgust,0.93,2025-01-02 16:42:00,414,262,533,417,473,339,23.06,-1.4,-7.77,0.94
face_NITTrichy_5_69,NIT Trichy,5,left,neutral,0.99,2025-01-02 16:16:00,563,370,701,506,632,438,6.01,21.42,-4.09,0.99
face_NITTrichy_5_70,NIT Trichy,5,right,surprise,0.91,2025-01-02 17:07:00,371,354,503,482,437,418,-1.09,-18.47,-3.28,0.91
face_NITTrichy_5_71,NIT Trichy,5,right,neutral,0.99,2025-01-02 16:22:00,216,315,321,467,268,391,-27.34,-7.31,2.49,0.93
face_NITTrichy_5_72,NIT Trichy,5,left,neutral,0.97,2025-01-02 16:12:00,193,132,301,284,247,208,8.45,34.85,-4.64,0.92
face_NITTrichy_5_73,NIT Trichy,5,left,neutral,0.96,2025-01-02 16:50:00,799,229,945,369,872,299,5.42,-6.78,-3,0.99
face_NITTrichy_5_74,NIT Trichy,5,left,happy,0.99,2025-01-02 17:00:00,220,210,337,363,278,286,5.06,1.67,0.04,0.93
face_NITTrichy_5_75,NIT Trichy,5,right,neutral,0.97,2025-01-02 17:13:00,246,376,377,532,311,454,0.91,3.33,-0.27,0.95
face_NITTrichy_5_76,NIT Trichy,5,center,happy,0.86,2025-01-02 16:47:00,220,126,328,294,274,210,-1.86,-11.1,-3.45,0.99
face_NITTrichy_5_77,NIT Trichy,5,right,happy,0.99,2025-01-02 16:46:00,635,374,764,548,699,461,11.71,-6.61,0.23,0.93
face_NITTrichy_5_78,NIT Trichy,5,center,neutral,0.96,2025-01-02 17:26:00,585,114,708,262,646,188,0.37,-7.8,3.62,0.94
face_NITTrichy_5_79,NIT Trichy,5,left,neutral,0.92,2025-01-02 16:05:00,361,127,468,267,414,197,12.08,2.83,6.24,0.98
face_NITTrichy_5_80,NIT Trichy,5,left,fear,0.99,2025-01-02 17:21:00,427,119,558,295,492,207,-10.76,0.7,5.82,0.91
face_NITTrichy_5_81,NIT Trichy,5,right,neutral,0.88,2025-01-02 17:05:00,706,135,809,312,757,223,13.51,14.09,11.18,0.92
face_NITTrichy_5_82,NIT Trichy,5,left,happy,0.97,2025-01-02 17:06:00,185,323,317,480,251,401,-0.77,23.46,1.02,0.93
face_NITTrichy_5_83,NIT Trichy,5,left,sad,0.86,2025-01-02 16:42:00,453,334,574,468,513,401,13.04,8.69,4.1,0.99
face_NITTrichy_5_84,NIT Trichy,5,center,neutral,0.98,2025-01-02 16:15:00,553,389,685,556,619,472,-6.12,-22.58,1.31,0.92
face_NITTrichy_5_85,NIT Trichy,5,right,neutral,0.88,2025-01-02 17:18:00,114,346,227,482,170,414,6.52,1.89,6,0.91
face_NITTrichy_5_86,NIT Trichy,5,right,happy,1,2025-01-02 17:16:00,112,371,230,501,171,436,-7.31,-23.14,1.57,0.98
face_NITTrichy_5_87,NIT Trichy,5,center,happy,0.93,2025-01-02 16:34:00,438,336,550,481,494,408,8.59,-21.98,9.16,0.99
face_NITTrichy_5_88,NIT Trichy,5,left,fear,0.86,2025-01-02 17:22:00,554,122,656,289,605,205,14.29,13.19,-5.05,1
face_NITTrichy_5_89,NIT Trichy,5,center,sad,0.9,2025-01-02 16:05:00,361,375,510,532,435,453,-19.76,-11.17,-4.6,0.97
face_NITTrichy_5_90,NIT Trichy,5,left,neutral,0.87,2025-01-02 17:00:00,458,297,572,421,515,359,13.76,0.31,-1.16,0.92
face_NITTrichy_5_91,NIT Trichy,5,center,neutral,0.88,2025-01-02 17:18:00,167,378,313,535,240,456,-7.03,-2.78,-13.42,0.95
face_NITTrichy_5_92,NIT Trichy,5,left,neutral,0.92,2025-01-02 16:10:00,277,287,401,449,339,368,-11.18,-16.36,5.95,0.95
face_NITTrichy_5_93,NIT Trichy,5,right,surprise,0.88,2025-01-02 17:23:00,686,351,787,516,736,433,12.35,-3.91,3.99,0.92
face_NITTrichy_5_94,NIT Trichy,5,center,neutral,0.92,2025-01-02 16:28:00,213,207,315,363,264,285,8.86,25.48,5.27,0.94
face_NITTrichy_5_95,NIT Trichy,5,left,happy,0.89,2025-01-02 17:26:00,263,206,375,335,319,270,-0.64,20.95,-4.42,0.95
face_NITTrichy_5_96,NIT Trichy,5,center,disgust,0.97,2025-01-02 17:25:00,632,278,762,440,697,359,5.73,16.1,-3.83,0.92
face_NITTrichy_5_97,NIT Trichy,5,center,neutral,0.93,2025-01-02 17:24:00,712,101,813,248,762,174,14.07,-9.8,1.15,0.91
face_NITTrichy_5_98,NIT Trichy,5,center,neutral,0.91,2025-01-02 16:47:00,661,175,783,330,722,252,2.42,18.92,1.8,0.99
face_NITTrichy_5_99,NIT Trichy,5,center,happy,0.95,2025-01-02 17:13:00,466,259,584,410,525,334,11.27,-2.27,-1.22,0.96
face_NITTrichy_5_100,NIT Trichy,5,center,surprise,0.91,2025-01-02 16:14:00,486,164,622,291,554,227,-0.15,12.49,6.44,0.96
face_NITTrichy_5_101,NIT Trichy,5,center,neutral,0.86,2025-01-02 16:35:00,364,309,510,465,437,387,8.33,11.37,-2.26,0.95
face_NITTrichy_5_102,NIT Trichy,5,center,happy,0.94,2025-01-02 17:02:00,755,129,899,256,827,192,11.99,-0.72,-1.81,0.91
face_NITTrichy_5_103,NIT Trichy,5,center,neutral,0.98,2025-01-02 16:28:00,295,128,434,286,364,207,-6.87,7.24,-5.24,0.98
face_NITTrichy_5_104,NIT Trichy,5,center,neutral,0.88,2025-01-02 16:11:00,484,202,602,370,543,286,1.44,5.35,-1.41,0.99
face_NITTrichy_5_105,NIT Trichy,5,left,neutral,0.87,2025-01-02 16:27:00,575,307,675,472,625,389,11.98,12.62,-1.7,0.9
face_NITTrichy_5_106,NIT Trichy,5,right,disgust,0.99,2025-01-02 16:33:00,768,206,894,349,831,277,18.89,16.52,-7.49,0.93
face_NITTrichy_5_107,NIT Trichy,5,left,neutral,0.93,2025-01-02 17:26:00,567,304,678,435,622,369,5.53,15.77,3.74,0.9
face_NITTrichy_5_108,NIT Trichy,5,left,neutral,0.87,2025-01-02 17:07:00,233,164,346,285,289,224,15.81,-31.78,-0.54,0.97
